Source,Target,Type,Weight
fruit,fish,Directed,7
fruit,chicken,Directed,4
fruit,ham,Directed,1
fruit,pork,Directed,2
fruit,porkchop,Directed,2
fruit,taco,Directed,1
fruit,steak,Directed,3
fruit,milk,Directed,24
fruit,butter,Directed,3
fruit,bread,Directed,35
fruit,strawberry,Directed,6
fruit,apple,Directed,116
fruit,pear,Directed,5
fruit,banana,Directed,41
fruit,avocado,Directed,2
fruit,cherry,Directed,3
fruit,cereal,Directed,18
fruit,coffee,Directed,3
fruit,grape,Directed,4
fruit,beef,Directed,6
fruit,peanut,Directed,3
fruit,popcorn,Directed,2
fruit,potato_chips,Directed,4
fruit,corn,Directed,5
fruit,potato,Directed,39
fruit,pea,Directed,6
fruit,squash,Directed,2
fruit,asparagus,Directed,1
fruit,orange_juice,Directed,1
fruit,oatmeal,Directed,1
fruit,orange,Directed,39
fruit,pudding,Directed,1
fruit,carrot,Directed,8
fruit,cabbage,Directed,2
fruit,lettuce,Directed,5
fruit,pizza,Directed,4
fruit,meat,Directed,91
fruit,icecream,Directed,8
fruit,raspberry,Directed,3
fruit,onion,Directed,2
fruit,vegetable,Directed,333
fruit,broccoli,Directed,1
fruit,cake,Directed,10
fruit,salt,Directed,3
fruit,egg,Directed,22
fruit,cheese,Directed,4
fruit,sausage,Directed,2
fruit,hamburger,Directed,5
fruit,shrimp,Directed,1
fruit,peanutbutter,Directed,1
fruit,soup,Directed,1
fruit,starch,Directed,2
fruit,sugar,Directed,3
fruit,gravy,Directed,1
fruit,pie,Directed,2
fruit,pancake,Directed,1
fruit,cookie,Directed,5
fruit,cucumber,Directed,1
fruit,candy,Directed,6
fruit,nut,Directed,13
fruit,salad,Directed,6
fruit,cracker,Directed,5
fruit,peach,Directed,6
fruit,fig,Directed,3
fruit,noodle,Directed,1
fruit,macaroni,Directed,3
fruit,spaghetti,Directed,2
fruit,tomato,Directed,3
fruit,dessert,Directed,21
fruit,herb,Directed,1
fruit,drink,Directed,1
fruit,pasta,Directed,6
fruit,Jello,Directed,2
fruit,hot_dish,Directed,1
fruit,poultry,Directed,3
fruit,pickle,Directed,1
fruit,wheat,Directed,2
fruit,plum,Directed,2
fruit,venison,Directed,1
fruit,artichoke,Directed,1
fruit,rice,Directed,1
fruit,rhubarb,Directed,1
fruit,watermelon,Directed,3
fruit,casserole,Directed,1
fruit,flour,Directed,4
fruit,lasagna,Directed,4
fruit,cottagecheese,Directed,2
fruit,yogurt,Directed,1
fruit,dairy,Directed,4
fruit,pineapple,Directed,4
fruit,greens,Directed,2
fruit,spinach,Directed,1
fruit,biscuit,Directed,1
fruit,juice,Directed,2
fruit,raisin,Directed,1
fruit,lemon,Directed,3
fruit,dogfood,Directed,1
fruit,date,Directed,1
fruit,kohlrabi,Directed,1
fruit,oil,Directed,1
fruit,cantaloupe,Directed,1
fruit,bologna,Directed,1
fruit,mashed_potatoes,Directed,2
fruit,roll,Directed,1
fruit,sandwich,Directed,3
fruit,snackfood,Directed,2
fruit,corn_on_the_cob,Directed,2
fruit,mayonnaise,Directed,1
fruit,chili,Directed,1
fruit,pastry,Directed,2
fruit,sweets,Directed,1
fruit,Italian_food,Directed,1
fruit,Chinese,Directed,1
fruit,berry,Directed,3
fruit,frozenfood,Directed,1
fruit,cupcake,Directed,1
fruit,meatloaf,Directed,2
fruit,kiwi,Directed,1
fruit,legume,Directed,3
fruit,grain,Directed,7
fruit,bake,Directed,1
fruit,condiment,Directed,1
fruit,caramel,Directed,1
fruit,salami,Directed,1
fruit,protein,Directed,4
fruit,beverage,Directed,1
fruit,food,Directed,2
fruit,carbohydrate,Directed,2
fruit,swordfish,Directed,1
fruit,fruitsalad,Directed,1
fish,fruit,Directed,20
fish,chicken,Directed,92
fish,turkey,Directed,16
fish,ham,Directed,7
fish,pork,Directed,23
fish,porkchop,Directed,5
fish,taco,Directed,4
fish,steak,Directed,26
fish,milk,Directed,13
fish,butter,Directed,4
fish,bread,Directed,36
fish,jam,Directed,3
fish,jelly,Directed,3
fish,strawberry,Directed,4
fish,apple,Directed,19
fish,pear,Directed,2
fish,banana,Directed,8
fish,avocado,Directed,1
fish,cherry,Directed,2
fish,cereal,Directed,18
fish,grape,Directed,5
fish,beef,Directed,48
fish,liver,Directed,4
fish,lamb,Directed,7
fish,peanut,Directed,4
fish,popcorn,Directed,1
fish,pretzel,Directed,1
fish,potato_chips,Directed,1
fish,corn,Directed,9
fish,potato,Directed,38
fish,pea,Directed,8
fish,mushroom,Directed,1
fish,squash,Directed,6
fish,asparagus,Directed,6
fish,beet,Directed,2
fish,orange_juice,Directed,2
fish,grape_juice,Directed,1
fish,oatmeal,Directed,5
fish,orange,Directed,8
fish,pudding,Directed,2
fish,radish,Directed,1
fish,carrot,Directed,16
fish,celery,Directed,4
fish,coleslaw,Directed,1
fish,blueberry,Directed,1
fish,cabbage,Directed,4
fish,lettuce,Directed,21
fish,pizza,Directed,9
fish,meat,Directed,50
fish,icecream,Directed,13
fish,raspberry,Directed,1
fish,chocolate,Directed,1
fish,onion,Directed,2
fish,vegetable,Directed,33
fish,hotdog,Directed,4
fish,bratwurst,Directed,1
fish,broccoli,Directed,13
fish,cake,Directed,14
fish,salt,Directed,1
fish,egg,Directed,31
fish,bacon,Directed,3
fish,cheese,Directed,21
fish,sausage,Directed,4
fish,hamburger,Directed,21
fish,shrimp,Directed,80
fish,lobster,Directed,38
fish,scallop,Directed,10
fish,peanutbutter,Directed,3
fish,roast,Directed,1
fish,roast_beeef,Directed,2
fish,soup,Directed,11
fish,pie,Directed,4
fish,toast,Directed,1
fish,pancake,Directed,1
fish,cookie,Directed,5
fish,candy,Directed,7
fish,seasoning,Directed,1
fish,nut,Directed,5
fish,salad,Directed,8
fish,cracker,Directed,5
fish,olive,Directed,1
fish,peach,Directed,1
fish,noodle,Directed,2
fish,macaroni,Directed,2
fish,spaghetti,Directed,6
fish,tomato,Directed,4
fish,dessert,Directed,5
fish,herb,Directed,1
fish,pasta,Directed,19
fish,Jello,Directed,2
fish,poultry,Directed,54
fish,anchovy,Directed,1
fish,pickle,Directed,1
fish,wheat,Directed,1
fish,plum,Directed,1
fish,duck,Directed,2
fish,venison,Directed,16
fish,salmon,Directed,45
fish,artichoke,Directed,1
fish,rice,Directed,4
fish,ketchup,Directed,2
fish,watermelon,Directed,2
fish,casserole,Directed,1
fish,cauliflower,Directed,2
fish,fries,Directed,16
fish,flour,Directed,2
fish,lasagna,Directed,4
fish,greenbeans,Directed,2
fish,yogurt,Directed,1
fish,Fritos,Directed,4
fish,dairy,Directed,1
fish,spinach,Directed,2
fish,biscuit,Directed,1
fish,juice,Directed,2
fish,apricot,Directed,2
fish,bun,Directed,1
fish,turnip,Directed,4
fish,beer,Directed,1
fish,lemon,Directed,1
fish,veal,Directed,3
fish,tilapia,Directed,3
fish,cod,Directed,7
fish,tuna,Directed,13
fish,lard,Directed,1
fish,dogfood,Directed,1
fish,date,Directed,1
fish,pumpkin,Directed,1
fish,catfish,Directed,1
fish,fat,Directed,2
fish,cantaloupe,Directed,3
fish,apple_pie,Directed,1
fish,oregano,Directed,1
fish,linguine,Directed,1
fish,bologna,Directed,4
fish,omelet,Directed,1
fish,buffalo,Directed,1
fish,lentil,Directed,1
fish,tangerine,Directed,1
fish,mashed_potatoes,Directed,1
fish,roll,Directed,2
fish,walleye,Directed,4
fish,deer,Directed,3
fish,sushi,Directed,1
fish,rutabaga,Directed,1
fish,lamb_chop,Directed,2
fish,mayonnaise,Directed,1
fish,crab,Directed,10
fish,eggplant,Directed,1
fish,guava,Directed,1
fish,trout,Directed,12
fish,clam,Directed,10
fish,oyster,Directed,6
fish,spice,Directed,2
fish,pastry,Directed,1
fish,fowl,Directed,15
fish,tortilla,Directed,1
fish,burrito,Directed,2
fish,dressing,Directed,2
fish,ribs,Directed,1
fish,perch,Directed,4
fish,elk,Directed,1
fish,cold_cuts,Directed,1
fish,frozenfood,Directed,1
fish,custard,Directed,1
fish,sirloin,Directed,1
fish,bear,Directed,2
fish,lucheon_meats,Directed,1
fish,barbeque,Directed,1
fish,meatloaf,Directed,1
fish,tofu,Directed,2
fish,seafood,Directed,27
fish,cheeseburger,Directed,2
fish,grain,Directed,7
fish,bake,Directed,1
fish,cow,Directed,1
fish,condiment,Directed,2
fish,mac_and_cheese,Directed,1
fish,enchilada,Directed,1
fish,candy_bar,Directed,1
fish,grouper,Directed,2
fish,popsicle,Directed,1
fish,herring,Directed,1
fish,potatosalad,Directed,1
fish,canned_food,Directed,1
fish,seed,Directed,1
fish,gum,Directed,1
fish,halibut,Directed,4
fish,lutefisk,Directed,1
fish,water,Directed,1
fish,pheasant,Directed,2
fish,carbohydrate,Directed,1
fish,ravioli,Directed,1
fish,caviar,Directed,1
fish,dumpling,Directed,1
fish,sardine,Directed,4
fish,fried_potatoes,Directed,2
fish,souffle,Directed,1
fish,cocoa,Directed,1
fish,swordfish,Directed,4
fish,crayfish,Directed,2
fish,bass,Directed,1
chicken,fruit,Directed,4
chicken,fish,Directed,287
chicken,turkey,Directed,232
chicken,ham,Directed,37
chicken,pork,Directed,109
chicken,porkchop,Directed,23
chicken,taco,Directed,1
chicken,steak,Directed,55
chicken,milk,Directed,16
chicken,butter,Directed,4
chicken,bread,Directed,22
chicken,jam,Directed,1
chicken,strawberry,Directed,1
chicken,apple,Directed,7
chicken,banana,Directed,9
chicken,cereal,Directed,12
chicken,coffee,Directed,3
chicken,grape,Directed,2
chicken,beef,Directed,155
chicken,liver,Directed,19
chicken,lamb,Directed,56
chicken,peanut,Directed,1
chicken,pretzel,Directed,2
chicken,potato_chips,Directed,8
chicken,corn,Directed,10
chicken,potato,Directed,40
chicken,pea,Directed,8
chicken,mushroom,Directed,1
chicken,zucchini,Directed,1
chicken,squash,Directed,1
chicken,asparagus,Directed,4
chicken,beet,Directed,2
chicken,orange_juice,Directed,2
chicken,oatmeal,Directed,1
chicken,orange,Directed,3
chicken,pudding,Directed,1
chicken,carrot,Directed,17
chicken,celery,Directed,5
chicken,coleslaw,Directed,1
chicken,cabbage,Directed,4
chicken,lettuce,Directed,15
chicken,pizza,Directed,9
chicken,meat,Directed,13
chicken,icecream,Directed,7
chicken,chocolate,Directed,2
chicken,onion,Directed,2
chicken,vegetable,Directed,12
chicken,hotdog,Directed,10
chicken,bratwurst,Directed,3
chicken,broccoli,Directed,14
chicken,cake,Directed,4
chicken,salt,Directed,1
chicken,egg,Directed,31
chicken,bacon,Directed,6
chicken,cheese,Directed,7
chicken,sausage,Directed,15
chicken,hamburger,Directed,38
chicken,shrimp,Directed,17
chicken,lobster,Directed,6
chicken,roast,Directed,4
chicken,roast_beeef,Directed,7
chicken,porkroast,Directed,1
chicken,soup,Directed,13
chicken,starch,Directed,1
chicken,sugar,Directed,1
chicken,gravy,Directed,5
chicken,pie,Directed,7
chicken,pancake,Directed,2
chicken,donut,Directed,1
chicken,cookie,Directed,6
chicken,wiener,Directed,1
chicken,candy,Directed,3
chicken,seasoning,Directed,1
chicken,nut,Directed,2
chicken,salad,Directed,14
chicken,cracker,Directed,3
chicken,brusselsprouts,Directed,2
chicken,peach,Directed,2
chicken,noodle,Directed,4
chicken,spaghetti,Directed,9
chicken,tomato,Directed,7
chicken,dessert,Directed,2
chicken,pasta,Directed,7
chicken,Jello,Directed,2
chicken,hot_dish,Directed,1
chicken,poultry,Directed,13
chicken,pickle,Directed,1
chicken,wheat,Directed,2
chicken,duck,Directed,46
chicken,venison,Directed,12
chicken,salmon,Directed,15
chicken,rice,Directed,7
chicken,ketchup,Directed,2
chicken,mustard,Directed,1
chicken,cranberry,Directed,2
chicken,casserole,Directed,1
chicken,cauliflower,Directed,4
chicken,fries,Directed,7
chicken,flour,Directed,2
chicken,lasagna,Directed,5
chicken,greenbeans,Directed,3
chicken,cottagecheese,Directed,1
chicken,spinach,Directed,3
chicken,biscuit,Directed,2
chicken,sweet_poatoes,Directed,1
chicken,veal,Directed,25
chicken,cod,Directed,1
chicken,tuna,Directed,6
chicken,soda,Directed,2
chicken,kohlrabi,Directed,1
chicken,cantaloupe,Directed,2
chicken,bologna,Directed,2
chicken,meatball,Directed,1
chicken,buffalo,Directed,1
chicken,mashed_potatoes,Directed,2
chicken,sandwich,Directed,1
chicken,deer,Directed,3
chicken,rabbit,Directed,5
chicken,squirrel,Directed,1
chicken,rutabaga,Directed,3
chicken,lamb_chop,Directed,2
chicken,muskmellon,Directed,1
chicken,fried_chicken,Directed,7
chicken,soybean,Directed,1
chicken,eggplant,Directed,1
chicken,trout,Directed,1
chicken,oyster,Directed,2
chicken,sour_cream,Directed,2
chicken,pastry,Directed,1
chicken,RiceKrispies,Directed,1
chicken,cheddar,Directed,1
chicken,fowl,Directed,3
chicken,tortilla,Directed,1
chicken,burrito,Directed,1
chicken,syrup,Directed,1
chicken,dressing,Directed,4
chicken,ribs,Directed,3
chicken,frozenfood,Directed,2
chicken,yam,Directed,1
chicken,kale,Directed,1
chicken,lucheon_meats,Directed,2
chicken,barbeque,Directed,1
chicken,meatloaf,Directed,2
chicken,seafood,Directed,4
chicken,lefsa,Directed,2
chicken,bake,Directed,1
chicken,cornishhen,Directed,3
chicken,cow,Directed,3
chicken,sweet_roll,Directed,1
chicken,enchilada,Directed,1
chicken,candy_bar,Directed,1
chicken,quail,Directed,2
chicken,salami,Directed,1
chicken,spaghetti_sauce,Directed,2
chicken,ground_beef,Directed,1
chicken,spareribs,Directed,3
chicken,pheasant,Directed,8
chicken,tomatosoup,Directed,1
chicken,carbohydrate,Directed,1
chicken,horseradish,Directed,1
chicken,goose,Directed,3
chicken,black_beans,Directed,1
chicken,eye_of_the_round,Directed,1
chicken,dumpling,Directed,2
chicken,chives,Directed,1
chicken,beef_stew,Directed,1
chicken,tenderloin,Directed,1
chicken,eggroll,Directed,1
chicken,stuffing,Directed,1
chicken,roast_pork,Directed,1
turkey,fruit,Directed,3
turkey,fish,Directed,19
turkey,chicken,Directed,89
turkey,ham,Directed,48
turkey,pork,Directed,15
turkey,porkchop,Directed,4
turkey,steak,Directed,9
turkey,milk,Directed,3
turkey,butter,Directed,1
turkey,bread,Directed,10
turkey,apple,Directed,5
turkey,banana,Directed,1
turkey,cherry,Directed,1
turkey,cereal,Directed,5
turkey,coffee,Directed,1
turkey,grape,Directed,2
turkey,beef,Directed,34
turkey,liver,Directed,3
turkey,lamb,Directed,21
turkey,corn,Directed,1
turkey,potato,Directed,10
turkey,pea,Directed,5
turkey,zucchini,Directed,1
turkey,squash,Directed,1
turkey,asparagus,Directed,2
turkey,beet,Directed,1
turkey,orange_juice,Directed,1
turkey,orange,Directed,1
turkey,pudding,Directed,1
turkey,carrot,Directed,4
turkey,celery,Directed,3
turkey,blueberry,Directed,1
turkey,lettuce,Directed,4
turkey,pizza,Directed,2
turkey,meat,Directed,9
turkey,icecream,Directed,5
turkey,raspberry,Directed,1
turkey,onion,Directed,2
turkey,vegetable,Directed,4
turkey,hotdog,Directed,1
turkey,bratwurst,Directed,3
turkey,broccoli,Directed,1
turkey,cake,Directed,1
turkey,egg,Directed,4
turkey,bacon,Directed,6
turkey,cheese,Directed,1
turkey,sausage,Directed,4
turkey,hamburger,Directed,8
turkey,shrimp,Directed,3
turkey,lobster,Directed,2
turkey,peanutbutter,Directed,1
turkey,roast,Directed,1
turkey,roast_beeef,Directed,1
turkey,porkroast,Directed,1
turkey,soup,Directed,2
turkey,gravy,Directed,4
turkey,pie,Directed,4
turkey,cookie,Directed,3
turkey,candy,Directed,2
turkey,nut,Directed,1
turkey,salad,Directed,2
turkey,cracker,Directed,1
turkey,noodle,Directed,1
turkey,macaroni,Directed,1
turkey,tomato,Directed,6
turkey,dessert,Directed,1
turkey,pasta,Directed,1
turkey,poultry,Directed,1
turkey,pickle,Directed,1
turkey,wheat,Directed,1
turkey,plum,Directed,1
turkey,duck,Directed,28
turkey,venison,Directed,3
turkey,salmon,Directed,6
turkey,cranberry,Directed,5
turkey,watermelon,Directed,1
turkey,cauliflower,Directed,1
turkey,flour,Directed,2
turkey,granolabars,Directed,1
turkey,sweet_poatoes,Directed,1
turkey,beer,Directed,1
turkey,veal,Directed,2
turkey,tuna,Directed,1
turkey,dogfood,Directed,1
turkey,pumpkin,Directed,1
turkey,cantaloupe,Directed,1
turkey,apple_pie,Directed,1
turkey,bologna,Directed,1
turkey,omelet,Directed,1
turkey,meatball,Directed,2
turkey,buffalo,Directed,1
turkey,mashed_potatoes,Directed,2
turkey,sandwich,Directed,1
turkey,deer,Directed,4
turkey,rabbit,Directed,1
turkey,squirrel,Directed,2
turkey,lamb_chop,Directed,1
turkey,mayonnaise,Directed,1
turkey,crab,Directed,2
turkey,dip,Directed,1
turkey,pastry,Directed,1
turkey,cheddar,Directed,1
turkey,fowl,Directed,1
turkey,tortilla,Directed,1
turkey,dressing,Directed,18
turkey,moose,Directed,1
turkey,elk,Directed,3
turkey,lucheon_meats,Directed,2
turkey,meatloaf,Directed,1
turkey,tofu,Directed,1
turkey,seafood,Directed,1
turkey,chocolate_cake,Directed,1
turkey,cornishhen,Directed,4
turkey,cow,Directed,2
turkey,quail,Directed,3
turkey,limabean,Directed,1
turkey,salami,Directed,1
turkey,pheasant,Directed,6
turkey,stuffing,Directed,7
ham,fruit,Directed,2
ham,fish,Directed,9
ham,chicken,Directed,52
ham,turkey,Directed,27
ham,pork,Directed,46
ham,porkchop,Directed,16
ham,steak,Directed,22
ham,milk,Directed,7
ham,bread,Directed,12
ham,jam,Directed,1
ham,apple,Directed,4
ham,pear,Directed,1
ham,banana,Directed,4
ham,cereal,Directed,2
ham,beef,Directed,34
ham,liver,Directed,5
ham,lamb,Directed,11
ham,popcorn,Directed,2
ham,corn,Directed,3
ham,potato,Directed,21
ham,pea,Directed,5
ham,squash,Directed,2
ham,asparagus,Directed,1
ham,orange_juice,Directed,1
ham,oatmeal,Directed,2
ham,orange,Directed,1
ham,pudding,Directed,1
ham,carrot,Directed,6
ham,celery,Directed,1
ham,coleslaw,Directed,1
ham,lettuce,Directed,5
ham,pizza,Directed,2
ham,meat,Directed,2
ham,icecream,Directed,8
ham,chocolate,Directed,1
ham,onion,Directed,3
ham,vegetable,Directed,5
ham,hotdog,Directed,6
ham,bratwurst,Directed,7
ham,broccoli,Directed,2
ham,bagel,Directed,1
ham,cake,Directed,2
ham,salt,Directed,1
ham,egg,Directed,21
ham,bacon,Directed,35
ham,cheese,Directed,31
ham,sausage,Directed,18
ham,hamburger,Directed,18
ham,shrimp,Directed,4
ham,peanutbutter,Directed,1
ham,roast,Directed,8
ham,roast_beeef,Directed,13
ham,porkroast,Directed,2
ham,soup,Directed,4
ham,toast,Directed,3
ham,pancake,Directed,1
ham,donut,Directed,1
ham,cookie,Directed,4
ham,wiener,Directed,2
ham,noodle,Directed,2
ham,macaroni,Directed,1
ham,spaghetti,Directed,6
ham,tomato,Directed,1
ham,dessert,Directed,1
ham,poultry,Directed,1
ham,pickle,Directed,2
ham,duck,Directed,1
ham,venison,Directed,1
ham,salmon,Directed,3
ham,rice,Directed,1
ham,rhubarb,Directed,1
ham,cauliflower,Directed,1
ham,flour,Directed,2
ham,lasagna,Directed,1
ham,cottagecheese,Directed,1
ham,sweet_poatoes,Directed,1
ham,lemon,Directed,1
ham,veal,Directed,4
ham,tuna,Directed,1
ham,waffle,Directed,1
ham,bologna,Directed,6
ham,omelet,Directed,2
ham,summer_sausage,Directed,1
ham,mashed_potatoes,Directed,1
ham,rutabaga,Directed,1
ham,mayonnaise,Directed,1
ham,CoolWhip,Directed,1
ham,oyster,Directed,1
ham,polish_sausage,Directed,1
ham,sauerkraut,Directed,2
ham,ribs,Directed,3
ham,potroast,Directed,1
ham,bear,Directed,1
ham,lucheon_meats,Directed,4
ham,meatloaf,Directed,2
ham,hashbrown,Directed,1
ham,marshmallow,Directed,1
ham,frankfurter,Directed,1
ham,salad_dressing,Directed,1
ham,enchilada,Directed,1
ham,chop,Directed,1
ham,ground_beef,Directed,1
ham,grilled_cheese,Directed,1
ham,cornedbeef,Directed,2
ham,scalloped_potaotes,Directed,1
ham,pork_loin,Directed,1
ham,souffle,Directed,1
pork,fruit,Directed,3
pork,fish,Directed,62
pork,chicken,Directed,269
pork,turkey,Directed,19
pork,ham,Directed,50
pork,porkchop,Directed,21
pork,taco,Directed,1
pork,steak,Directed,18
pork,milk,Directed,10
pork,butter,Directed,4
pork,bread,Directed,18
pork,jam,Directed,1
pork,jelly,Directed,1
pork,strawberry,Directed,5
pork,apple,Directed,12
pork,banana,Directed,5
pork,cherry,Directed,1
pork,cereal,Directed,6
pork,coffee,Directed,2
pork,beef,Directed,222
pork,liver,Directed,8
pork,lamb,Directed,83
pork,potato_chips,Directed,3
pork,corn,Directed,4
pork,potato,Directed,16
pork,pea,Directed,2
pork,mushroom,Directed,1
pork,asparagus,Directed,2
pork,beet,Directed,6
pork,oatmeal,Directed,1
pork,orange,Directed,4
pork,pudding,Directed,1
pork,radish,Directed,1
pork,carrot,Directed,4
pork,celery,Directed,3
pork,blackberry,Directed,1
pork,cabbage,Directed,2
pork,lettuce,Directed,7
pork,pizza,Directed,4
pork,meat,Directed,6
pork,icecream,Directed,5
pork,onion,Directed,2
pork,vegetable,Directed,12
pork,hotdog,Directed,8
pork,bratwurst,Directed,5
pork,broccoli,Directed,5
pork,cake,Directed,5
pork,egg,Directed,11
pork,bacon,Directed,27
pork,cheese,Directed,3
pork,sausage,Directed,18
pork,hamburger,Directed,18
pork,shrimp,Directed,3
pork,roast,Directed,3
pork,roast_beeef,Directed,1
pork,porkroast,Directed,3
pork,soup,Directed,3
pork,gravy,Directed,1
pork,pie,Directed,1
pork,pancake,Directed,1
pork,donut,Directed,1
pork,cookie,Directed,5
pork,wiener,Directed,2
pork,cucumber,Directed,2
pork,candy,Directed,2
pork,salad,Directed,5
pork,cracker,Directed,1
pork,olive,Directed,1
pork,noodle,Directed,3
pork,macaroni,Directed,3
pork,spaghetti,Directed,1
pork,tomato,Directed,4
pork,dessert,Directed,2
pork,pasta,Directed,2
pork,Jello,Directed,1
pork,poultry,Directed,12
pork,plum,Directed,1
pork,duck,Directed,3
pork,venison,Directed,11
pork,salmon,Directed,4
pork,rice,Directed,3
pork,ketchup,Directed,2
pork,cranberry,Directed,1
pork,cauliflower,Directed,4
pork,lasagna,Directed,2
pork,greenbeans,Directed,2
pork,cream,Directed,1
pork,granolabars,Directed,1
pork,pineapple,Directed,1
pork,okra,Directed,1
pork,spinach,Directed,1
pork,juice,Directed,2
pork,turnip,Directed,1
pork,lemon,Directed,1
pork,lime,Directed,1
pork,veal,Directed,48
pork,tilapia,Directed,1
pork,cod,Directed,1
pork,tuna,Directed,1
pork,cantaloupe,Directed,3
pork,apple_pie,Directed,1
pork,linguine,Directed,1
pork,bologna,Directed,2
pork,summer_sausage,Directed,1
pork,sweet_corn,Directed,1
pork,roll,Directed,1
pork,sandwich,Directed,2
pork,deer,Directed,2
pork,rabbit,Directed,3
pork,chili,Directed,1
pork,mutton,Directed,7
pork,clam,Directed,1
pork,kidneybeans,Directed,1
pork,fowl,Directed,1
pork,tortilla,Directed,1
pork,sauerkraut,Directed,2
pork,ribs,Directed,3
pork,cupcake,Directed,1
pork,bear,Directed,1
pork,lucheon_meats,Directed,2
pork,barbeque,Directed,2
pork,brownie,Directed,1
pork,bake,Directed,2
pork,cow,Directed,1
pork,sweet_roll,Directed,1
pork,mac_and_cheese,Directed,1
pork,popsicle,Directed,1
pork,appetizer,Directed,1
pork,chop,Directed,1
pork,protein,Directed,1
pork,breakfast,Directed,1
pork,stringbean,Directed,1
pork,primerib,Directed,1
pork,tenderloin,Directed,1
pork,goulash,Directed,1
pork,pig,Directed,1
porkchop,fish,Directed,8
porkchop,chicken,Directed,56
porkchop,turkey,Directed,7
porkchop,ham,Directed,21
porkchop,pork,Directed,4
porkchop,taco,Directed,2
porkchop,steak,Directed,52
porkchop,milk,Directed,4
porkchop,butter,Directed,1
porkchop,bread,Directed,11
porkchop,jelly,Directed,2
porkchop,apple,Directed,4
porkchop,banana,Directed,7
porkchop,cherry,Directed,1
porkchop,cereal,Directed,10
porkchop,grape,Directed,1
porkchop,beef,Directed,8
porkchop,liver,Directed,4
porkchop,lamb,Directed,4
porkchop,peanut,Directed,2
porkchop,potato_chips,Directed,1
porkchop,corn,Directed,2
porkchop,potato,Directed,22
porkchop,pea,Directed,4
porkchop,mushroom,Directed,1
porkchop,asparagus,Directed,2
porkchop,beet,Directed,1
porkchop,oatmeal,Directed,1
porkchop,orange,Directed,1
porkchop,pudding,Directed,1
porkchop,carrot,Directed,4
porkchop,celery,Directed,2
porkchop,lettuce,Directed,5
porkchop,pizza,Directed,7
porkchop,icecream,Directed,3
porkchop,vegetable,Directed,2
porkchop,hotdog,Directed,6
porkchop,bratwurst,Directed,4
porkchop,broccoli,Directed,1
porkchop,cake,Directed,7
porkchop,egg,Directed,2
porkchop,bacon,Directed,11
porkchop,cheese,Directed,1
porkchop,sausage,Directed,16
porkchop,hamburger,Directed,54
porkchop,shrimp,Directed,6
porkchop,lobster,Directed,1
porkchop,peanutbutter,Directed,1
porkchop,roast,Directed,8
porkchop,roast_beeef,Directed,22
porkchop,porkroast,Directed,9
porkchop,soup,Directed,2
porkchop,sugar,Directed,1
porkchop,gravy,Directed,1
porkchop,pie,Directed,1
porkchop,toast,Directed,1
porkchop,pancake,Directed,1
porkchop,cookie,Directed,1
porkchop,wiener,Directed,6
porkchop,applesauce,Directed,3
porkchop,candy,Directed,1
porkchop,salad,Directed,3
porkchop,olive,Directed,1
porkchop,peach,Directed,1
porkchop,noodle,Directed,2
porkchop,macaroni,Directed,2
porkchop,spaghetti,Directed,3
porkchop,tomato,Directed,2
porkchop,herb,Directed,1
porkchop,pasta,Directed,1
porkchop,venison,Directed,5
porkchop,salmon,Directed,1
porkchop,ketchup,Directed,1
porkchop,mustard,Directed,1
porkchop,watermelon,Directed,2
porkchop,casserole,Directed,1
porkchop,cauliflower,Directed,1
porkchop,fries,Directed,1
porkchop,flour,Directed,1
porkchop,lasagna,Directed,1
porkchop,greenbeans,Directed,1
porkchop,pineapple,Directed,1
porkchop,spinach,Directed,1
porkchop,biscuit,Directed,1
porkchop,juice,Directed,1
porkchop,raisin,Directed,1
porkchop,sweet_poatoes,Directed,3
porkchop,veal,Directed,3
porkchop,cod,Directed,1
porkchop,tuna,Directed,2
porkchop,apple_pie,Directed,1
porkchop,linguine,Directed,1
porkchop,bologna,Directed,1
porkchop,meatball,Directed,2
porkchop,summer_sausage,Directed,1
porkchop,pork_sausage,Directed,2
porkchop,mashed_potatoes,Directed,5
porkchop,sandwich,Directed,1
porkchop,rutabaga,Directed,2
porkchop,lamb_chop,Directed,17
porkchop,fried_chicken,Directed,1
porkchop,mutton,Directed,1
porkchop,sour_cream,Directed,1
porkchop,fowl,Directed,1
porkchop,sauerkraut,Directed,4
porkchop,dressing,Directed,1
porkchop,ribs,Directed,4
porkchop,sirloin,Directed,1
porkchop,potroast,Directed,2
porkchop,meatloaf,Directed,7
porkchop,frankfurter,Directed,1
porkchop,mac_and_cheese,Directed,1
porkchop,stew,Directed,1
porkchop,chop,Directed,1
porkchop,ground_beef,Directed,1
porkchop,T_bone,Directed,3
porkchop,spareribs,Directed,3
porkchop,food,Directed,1
porkchop,stringbean,Directed,1
porkchop,scalloped_potaotes,Directed,1
porkchop,pork_loin,Directed,6
porkchop,fried_potatoes,Directed,1
porkchop,tenderloin,Directed,2
porkchop,stuffing,Directed,1
porkchop,souffle,Directed,1
porkchop,pork_steak,Directed,3
porkchop,filet_mignon,Directed,1
porkchop,fruitsalad,Directed,1
taco,chicken,Directed,5
taco,ham,Directed,1
taco,tamale,Directed,2
taco,steak,Directed,4
taco,milk,Directed,2
taco,bread,Directed,1
taco,banana,Directed,1
