from,to,type,weight
aardvark,allig,Directed,1
aardvark,ant,Directed,7
aardvark,anteat,Directed,7
aardvark,antelop,Directed,2
aardvark,armadillo,Directed,2
aardvark,baboon,Directed,2
aardvark,badger,Directed,2
aardvark,bat,Directed,2
aardvark,bear,Directed,26
aardvark,beaver,Directed,7
aardvark,buffalo,Directed,2
aardvark,camel,Directed,1
aardvark,canari,Directed,1
aardvark,cat,Directed,6
aardvark,cheetah,Directed,1
aardvark,chicken,Directed,1
aardvark,chipmunk,Directed,1
aardvark,cow,Directed,1
aardvark,coyot,Directed,1
aardvark,crocodil,Directed,1
aardvark,deer,Directed,1
aardvark,dog,Directed,3
aardvark,eleph,Directed,3
aardvark,elk,Directed,1
aardvark,fish,Directed,1
aardvark,fox,Directed,1
aardvark,frog,Directed,1
aardvark,goat,Directed,1
aardvark,hors,Directed,2
aardvark,kangaroo,Directed,1
aardvark,lion,Directed,4
aardvark,llama,Directed,2
aardvark,monkei,Directed,1
aardvark,octopus,Directed,1
aardvark,ostrich,Directed,1
aardvark,rabbit,Directed,1
aardvark,raccoon,Directed,1
aardvark,sheep,Directed,1
aardvark,snak,Directed,2
aardvark,tiger,Directed,1
aardvark,turkei,Directed,1
aardvark,whale,Directed,1
aardvark,zebra,Directed,1
allig,aardvark,Directed,2
allig,ant,Directed,2
allig,antelop,Directed,6
allig,armadillo,Directed,1
allig,baboon,Directed,2
allig,bat,Directed,1
allig,bear,Directed,8
allig,beaver,Directed,2
allig,bird,Directed,5
allig,boa,Directed,1
allig,buffalo,Directed,1
allig,bull,Directed,1
allig,camel,Directed,2
allig,cat,Directed,3
allig,chameleon,Directed,1
allig,cheetah,Directed,3
allig,chicken,Directed,3
allig,chimp,Directed,1
allig,cougar,Directed,3
allig,cow,Directed,3
allig,coyot,Directed,2
allig,cricket,Directed,1
allig,crocodil,Directed,105
allig,deer,Directed,4
allig,dinosaur,Directed,1
allig,dog,Directed,6
allig,dolphin,Directed,2
allig,donkei,Directed,2
allig,duck,Directed,5
allig,eel,Directed,1
allig,egret,Directed,1
allig,eleph,Directed,12
allig,ferret,Directed,1
allig,fish,Directed,21
allig,fox,Directed,3
allig,frog,Directed,2
allig,gerbil,Directed,1
allig,giraff,Directed,8
allig,goos,Directed,3
allig,gopher,Directed,1
allig,gorilla,Directed,1
allig,hippo,Directed,7
allig,hors,Directed,4
allig,hyena,Directed,1
allig,iguana,Directed,1
allig,insect,Directed,1
allig,koala,Directed,1
allig,ladybug,Directed,1
allig,leopard,Directed,2
allig,lion,Directed,6
allig,lizard,Directed,6
allig,lynx,Directed,2
allig,mammal,Directed,1
allig,mink,Directed,1
allig,monkei,Directed,14
allig,moos,Directed,2
allig,mosquito,Directed,1
allig,mous,Directed,4
allig,octopus,Directed,1
allig,opossum,Directed,4
allig,ostrich,Directed,1
allig,otter,Directed,1
allig,ox,Directed,2
allig,panda,Directed,1
allig,parrot,Directed,1
allig,pig,Directed,1
allig,polarbear,Directed,1
allig,puppi,Directed,1
allig,rabbit,Directed,4
allig,raccoon,Directed,1
allig,rat,Directed,2
allig,reptil,Directed,1
allig,rhino,Directed,6
allig,rodent,Directed,1
allig,shark,Directed,2
allig,sheep,Directed,3
allig,snak,Directed,25
allig,spider,Directed,2
allig,squirrel,Directed,6
allig,tiger,Directed,4
allig,toad,Directed,1
allig,turkei,Directed,1
allig,turtl,Directed,2
allig,whale,Directed,4
allig,wildcat,Directed,1
allig,wildebeest,Directed,2
allig,wolf,Directed,1
allig,wolverin,Directed,1
allig,zebra,Directed,6
alpaca,beaver,Directed,1
alpaca,camel,Directed,3
alpaca,cow,Directed,1
alpaca,donkei,Directed,1
alpaca,eagl,Directed,1
alpaca,elk,Directed,1
alpaca,giraff,Directed,1
alpaca,goat,Directed,3
alpaca,holstein,Directed,1
alpaca,llama,Directed,4
alpaca,mous,Directed,1
alpaca,opossum,Directed,1
alpaca,ox,Directed,1
alpaca,pig,Directed,1
alpaca,sheep,Directed,2
alpaca,snak,Directed,1
amphibian,allig,Directed,1
amphibian,frog,Directed,1
amphibian,human,Directed,1
amphibian,mongoos,Directed,1
amphibian,reptil,Directed,1
amphibian,snak,Directed,1
amphibian,toad,Directed,1
amphibian,woodpeck,Directed,1
amphibian,zebra,Directed,1
anemon,ant,Directed,1
anemon,insect,Directed,1
anemon,whale,Directed,2
anim,bird,Directed,1
anim,bison,Directed,1
anim,dog,Directed,2
anim,donkei,Directed,1
anim,duck,Directed,1
anim,human,Directed,1
anim,lemur,Directed,1
anim,moos,Directed,1
anim,rat,Directed,1
anim,snak,Directed,1
anim,tadpol,Directed,1
anim,tiger,Directed,1
anim,whale,Directed,2
anim,zebra,Directed,2
ant,aardvark,Directed,6
ant,allig,Directed,1
ant,anteat,Directed,2
ant,antelop,Directed,2
ant,ap,Directed,1
ant,armadillo,Directed,1
ant,badger,Directed,1
ant,bat,Directed,1
ant,bear,Directed,7
ant,bee,Directed,5
ant,beetl,Directed,2
ant,bird,Directed,5
ant,bobcat,Directed,1
ant,bug,Directed,4
ant,calf,Directed,1
ant,cat,Directed,1
ant,centiped,Directed,1
ant,cockroach,Directed,2
ant,coyot,Directed,1
ant,cricket,Directed,1
ant,crocodil,Directed,1
ant,deer,Directed,1
ant,dog,Directed,6
ant,donkei,Directed,3
ant,eagl,Directed,1
ant,eleph,Directed,1
ant,fly,Directed,14
ant,gerbil,Directed,1
ant,gopher,Directed,1
ant,gorilla,Directed,1
ant,grasshopp,Directed,2
ant,hors,Directed,1
ant,insect,Directed,2
ant,ladybug,Directed,1
ant,lemur,Directed,1
ant,lion,Directed,1
ant,lizard,Directed,2
ant,llama,Directed,1
ant,monkei,Directed,1
ant,moth,Directed,2
ant,mountainlion,Directed,1
ant,mous,Directed,5
ant,panda,Directed,2
ant,pig,Directed,2
ant,rabbit,Directed,1
ant,rat,Directed,2
ant,rhino,Directed,1
ant,sheep,Directed,2
ant,snak,Directed,1
ant,spider,Directed,6
ant,wasp,Directed,2
anteat,aardvark,Directed,1
anteat,antelop,Directed,1
anteat,armadillo,Directed,4
anteat,baboon,Directed,4
anteat,bear,Directed,9
anteat,bee,Directed,1
anteat,bird,Directed,2
anteat,buffalo,Directed,1
anteat,cat,Directed,1
anteat,chipmunk,Directed,1
anteat,cockroach,Directed,1
anteat,cougar,Directed,1
anteat,coyot,Directed,1
anteat,dinosaur,Directed,1
anteat,dog,Directed,3
anteat,donkei,Directed,1
anteat,eleph,Directed,6
anteat,elk,Directed,1
anteat,gazel,Directed,1
anteat,giraff,Directed,1
anteat,gorilla,Directed,1
anteat,hippo,Directed,1
anteat,hors,Directed,1
anteat,hyena,Directed,1
anteat,jaguar,Directed,1
anteat,kangaroo,Directed,4
anteat,koala,Directed,2
anteat,leopard,Directed,1
anteat,lion,Directed,3
anteat,mole,Directed,1
anteat,monkei,Directed,3
anteat,mous,Directed,2
anteat,muskrat,Directed,1
anteat,orangutan,Directed,1
anteat,ostrich,Directed,1
anteat,pig,Directed,1
anteat,platypus,Directed,1
anteat,prairiedog,Directed,1
anteat,rabbit,Directed,1
anteat,raccoon,Directed,1
anteat,seal,Directed,1
anteat,skunk,Directed,1
anteat,snak,Directed,1
anteat,squirrel,Directed,1
anteat,tapir,Directed,1
anteat,turtl,Directed,1
anteat,whale,Directed,1
anteat,wolf,Directed,1
anteat,zebra,Directed,1
antelop,aardvark,Directed,3
antelop,allig,Directed,3
antelop,anemon,Directed,1
antelop,anteat,Directed,2
antelop,ap,Directed,1
antelop,baboon,Directed,2
antelop,badger,Directed,1
antelop,bear,Directed,43
antelop,bird,Directed,5
antelop,bison,Directed,11
antelop,bobcat,Directed,2
antelop,buffalo,Directed,32
antelop,calf,Directed,1
antelop,camel,Directed,3
antelop,caribou,Directed,9
antelop,cat,Directed,4
antelop,cheetah,Directed,1
antelop,chickade,Directed,1
antelop,chicken,Directed,2
antelop,chinchilla,Directed,1
antelop,chipmunk,Directed,1
antelop,cougar,Directed,2
antelop,cow,Directed,3
antelop,coyot,Directed,2
antelop,crocodil,Directed,1
antelop,deer,Directed,63
antelop,dog,Directed,4
antelop,donkei,Directed,1
antelop,duck,Directed,1
antelop,eagl,Directed,1
antelop,eland,Directed,2
antelop,eleph,Directed,22
antelop,elk,Directed,80
antelop,ferret,Directed,1
antelop,fox,Directed,3
antelop,gazel,Directed,6
antelop,giraff,Directed,7
antelop,gnu,Directed,3
antelop,goat,Directed,6
antelop,gopher,Directed,2
antelop,gorilla,Directed,1
antelop,grizzlybear,Directed,2
antelop,hamster,Directed,1
antelop,hippo,Directed,5
antelop,hog,Directed,2
antelop,hors,Directed,4
antelop,humb,Directed,1
antelop,hyena,Directed,1
antelop,impala,Directed,1
antelop,jaguar,Directed,2
antelop,javelina,Directed,1
antelop,kangaroo,Directed,6
antelop,kitten,Directed,1
antelop,koala,Directed,1
antelop,leopard,Directed,2
antelop,lion,Directed,7
antelop,llama,Directed,4
antelop,monkei,Directed,5
antelop,moos,Directed,47
antelop,mountaingoat,Directed,2
antelop,mountainlion,Directed,1
antelop,mous,Directed,2
antelop,mule,Directed,1
antelop,muled,Directed,3
antelop,muskox,Directed,2
antelop,muskrat,Directed,1
antelop,opossum,Directed,4
antelop,ostrich,Directed,1
antelop,ox,Directed,2
antelop,pig,Directed,6
antelop,platypus,Directed,1
antelop,polarbear,Directed,4
antelop,porcupin,Directed,1
antelop,prairiedog,Directed,2
antelop,rabbit,Directed,3
antelop,raccoon,Directed,7
antelop,reindeer,Directed,4
antelop,rhino,Directed,10
antelop,sheep,Directed,8
antelop,skunk,Directed,2
antelop,snak,Directed,4
antelop,squirrel,Directed,2
antelop,tiger,Directed,13
antelop,turkei,Directed,1
antelop,unicorn,Directed,1
antelop,walrus,Directed,1
antelop,waterbuffalo,Directed,1
antelop,whale,Directed,4
antelop,whitetaild,Directed,1
antelop,wildebeest,Directed,1
antelop,wolf,Directed,5
antelop,zebra,Directed,7
ap,aardvark,Directed,1
ap,allig,Directed,3
ap,anim,Directed,1
ap,ant,Directed,2
ap,anteat,Directed,1
ap,antelop,Directed,2
ap,baboon,Directed,8
ap,bear,Directed,5
ap,beaver,Directed,3
ap,bird,Directed,5
ap,buffalo,Directed,2
ap,calf,Directed,1
ap,camel,Directed,1
ap,cat,Directed,4
ap,chicken,Directed,1
ap,chimp,Directed,9
ap,cow,Directed,2
ap,deer,Directed,1
ap,dog,Directed,5
ap,donkei,Directed,1
ap,eleph,Directed,5
ap,elk,Directed,2
ap,fish,Directed,3
ap,fox,Directed,2
ap,frog,Directed,1
ap,gazel,Directed,1
ap,giraff,Directed,5
ap,goat,Directed,4
ap,goldfish,Directed,1
ap,gopher,Directed,1
ap,gorilla,Directed,40
ap,guineapig,Directed,1
ap,hamster,Directed,1
ap,hors,Directed,5
ap,kangaroo,Directed,1
ap,koala,Directed,1
ap,leopard,Directed,1
ap,lion,Directed,6
ap,lizard,Directed,2
ap,llama,Directed,1
ap,mongoos,Directed,1
ap,monkei,Directed,21
ap,mous,Directed,1
ap,orangutan,Directed,5
ap,parrot,Directed,1
ap,pig,Directed,1
ap,rabbit,Directed,2
ap,seal,Directed,1
ap,sealion,Directed,1
ap,sheep,Directed,2
ap,snak,Directed,2
ap,tiger,Directed,4
ap,zebra,Directed,7
armadillo,aardvark,Directed,2
armadillo,allig,Directed,1
armadillo,anteat,Directed,2
armadillo,badger,Directed,1
armadillo,bat,Directed,1
armadillo,bear,Directed,2
armadillo,beetl,Directed,1
armadillo,boar,Directed,1
armadillo,bull,Directed,1
armadillo,cat,Directed,1
armadillo,cow,Directed,1
armadillo,deer,Directed,2
armadillo,dog,Directed,2
armadillo,eagl,Directed,2
armadillo,eleph,Directed,1
armadillo,fish,Directed,1
armadillo,fox,Directed,2
armadillo,giraff,Directed,4
armadillo,gnat,Directed,1
armadillo,goat,Directed,1
armadillo,grizzlybear,Directed,1
armadillo,hawk,Directed,1
armadillo,hors,Directed,1
armadillo,javelina,Directed,1
armadillo,kangaroo,Directed,1
armadillo,lion,Directed,1
armadillo,lynx,Directed,1
armadillo,monkei,Directed,2
armadillo,mule,Directed,1
armadillo,opossum,Directed,3
armadillo,panda,Directed,1
armadillo,pelican,Directed,1
armadillo,pig,Directed,2
armadillo,porcupin,Directed,2
armadillo,raccoon,Directed,2
armadillo,rat,Directed,1
armadillo,rhino,Directed,1
armadillo,seal,Directed,1
armadillo,skunk,Directed,2
armadillo,snak,Directed,2
armadillo,squirrel,Directed,2
armadillo,turtl,Directed,1
armadillo,zebra,Directed,1
ass,bear,Directed,1
ass,colt,Directed,1
ass,donkei,Directed,1
ass,fox,Directed,1
ass,sheep,Directed,1
baboon,aardvark,Directed,1
baboon,ap,Directed,6
baboon,buffalo,Directed,2
baboon,camel,Directed,2
baboon,cat,Directed,7
baboon,catfish,Directed,1
baboon,cheetah,Directed,1
baboon,chimp,Directed,4
baboon,cow,Directed,1
baboon,dog,Directed,2
baboon,donkei,Directed,3
baboon,duck,Directed,1
baboon,eleph,Directed,1
baboon,ferret,Directed,1
baboon,fish,Directed,1
baboon,flamingo,Directed,1
baboon,gazel,Directed,1
baboon,giraff,Directed,4
baboon,gorilla,Directed,12
baboon,hamster,Directed,1
baboon,hippo,Directed,1
baboon,hors,Directed,1
baboon,hyena,Directed,1
baboon,kangaroo,Directed,1
baboon,lion,Directed,3
baboon,mole,Directed,1
baboon,monkei,Directed,8
baboon,mous,Directed,1
baboon,parrot,Directed,1
baboon,raccoon,Directed,1
baboon,tiger,Directed,2
baboon,zebra,Directed,3
badger,aardvark,Directed,1
badger,allig,Directed,1
badger,antelop,Directed,1
badger,beaver,Directed,14
badger,bobcat,Directed,1
badger,buffalo,Directed,2
badger,cat,Directed,1
badger,chicken,Directed,1
badger,chipmunk,Directed,2
badger,cougar,Directed,2
badger,cow,Directed,1
badger,coyot,Directed,1
badger,deer,Directed,7
badger,dog,Directed,1
badger,duck,Directed,2
badger,eleph,Directed,3
badger,elk,Directed,2
badger,ferret,Directed,2
badger,fish,Directed,1
badger,fox,Directed,8
badger,gerbil,Directed,1
badger,giraff,Directed,3
badger,goat,Directed,3
badger,goos,Directed,1
badger,gopher,Directed,10
badger,groundhog,Directed,3
badger,hippo,Directed,1
badger,hors,Directed,2
badger,leopard,Directed,1
badger,lion,Directed,3
badger,lynx,Directed,3
badger,marmot,Directed,1
badger,mink,Directed,3
badger,mole,Directed,3
badger,moos,Directed,2
badger,mous,Directed,5
badger,muskrat,Directed,4
badger,opossum,Directed,7
badger,ostrich,Directed,2
badger,otter,Directed,2
badger,pig,Directed,1
badger,porcupin,Directed,3
badger,prairiedog,Directed,2
badger,quail,Directed,1
badger,rabbit,Directed,3
badger,raccoon,Directed,13
badger,rat,Directed,2
badger,rhino,Directed,3
badger,skunk,Directed,11
badger,snak,Directed,2
badger,squirrel,Directed,4
badger,tasmanidevil,Directed,1
badger,tiger,Directed,2
badger,turkei,Directed,1
badger,weasel,Directed,8
badger,wildcat,Directed,1
badger,wolf,Directed,3
badger,wolverin,Directed,17
badger,woodchuck,Directed,6
badger,zebra,Directed,1
bass,bird,Directed,1
bass,cat,Directed,1
bass,deer,Directed,1
bass,fox,Directed,1
bass,muski,Directed,1
bass,pike,Directed,1
bass,snak,Directed,1
bat,baboon,Directed,1
bat,bear,Directed,1
bat,bird,Directed,7
bat,cat,Directed,5
bat,chicken,Directed,1
bat,chipmunk,Directed,2
bat,coyot,Directed,1
bat,dog,Directed,1
bat,dolphin,Directed,2
bat,eleph,Directed,2
bat,fish,Directed,2
bat,giraff,Directed,1
bat,goat,Directed,1
bat,gopher,Directed,2
bat,leopard,Directed,1
bat,llama,Directed,1
bat,marmoset,Directed,1
bat,monkei,Directed,1
bat,mous,Directed,3
bat,mule,Directed,1
bat,owl,Directed,3
bat,panther,Directed,1
bat,rabbit,Directed,1
bat,raccoon,Directed,1
bat,rhino,Directed,1
bat,robin,Directed,1
bat,rodent,Directed,1
bat,shrew,Directed,1
bat,skunk,Directed,1
bat,snak,Directed,2
bat,tasmanidevil,Directed,1
bat,tiger,Directed,2
bat,whale,Directed,1
bat,wolf,Directed,1
bat,woodchuck,Directed,1
bat,zebra,Directed,1
bear,allig,Directed,7
bear,ant,Directed,2
bear,anteat,Directed,3
bear,antelop,Directed,28
bear,ap,Directed,2
bear,armadillo,Directed,1
bear,baboon,Directed,1
bear,badger,Directed,5
bear,bear,Directed,1
bear,beaver,Directed,8
bear,bee,Directed,1
bear,bird,Directed,15
bear,bison,Directed,4
bear,blackbear,Directed,4
bear,boar,Directed,2
bear,bobcat,Directed,3
bear,brownbear,Directed,1
bear,buffalo,Directed,8
bear,bug,Directed,1
bear,bumblebe,Directed,1
bear,butterfli,Directed,1
bear,buzzard,Directed,1
bear,calf,Directed,1
bear,camel,Directed,6
bear,canari,Directed,1
bear,caribou,Directed,5
bear,cat,Directed,46
bear,caterpillar,Directed,2
bear,cheetah,Directed,2
bear,chicken,Directed,13
bear,chimp,Directed,2
bear,chipmunk,Directed,5
bear,colt,Directed,1
bear,coon,Directed,4
bear,cougar,Directed,13
bear,cow,Directed,19
bear,coyot,Directed,31
bear,crocodil,Directed,1
bear,cub,Directed,5
bear,deer,Directed,133
bear,dog,Directed,29
bear,donkei,Directed,5
bear,duck,Directed,5
bear,eagl,Directed,6
bear,eleph,Directed,27
bear,elk,Directed,47
bear,emu,Directed,1
bear,ferret,Directed,1
bear,fish,Directed,13
bear,fisher,Directed,2
bear,flamingo,Directed,1
bear,fly,Directed,3
bear,fox,Directed,41
bear,frog,Directed,3
bear,gazel,Directed,1
bear,gilamonst,Directed,1
bear,giraff,Directed,37
bear,goat,Directed,11
bear,goos,Directed,4
bear,gopher,Directed,1
bear,gorilla,Directed,7
bear,grizzlybear,Directed,4
bear,groundhog,Directed,1
bear,guineapig,Directed,1
bear,hawk,Directed,1
bear,hedgehog,Directed,1
bear,hippo,Directed,12
bear,hog,Directed,2
bear,hors,Directed,20
bear,human,Directed,1
bear,hyena,Directed,4
bear,jackass,Directed,1
bear,jaguar,Directed,4
bear,kangaroo,Directed,10
bear,kitten,Directed,1
bear,koala,Directed,3
bear,kodiakbear,Directed,1
bear,lamb,Directed,2
bear,leopard,Directed,7
bear,lion,Directed,84
bear,lizard,Directed,4
bear,llama,Directed,3
bear,loon,Directed,1
bear,lynx,Directed,5
bear,mole,Directed,3
bear,monkei,Directed,29
bear,moos,Directed,48
bear,mountainlion,Directed,10
bear,mous,Directed,8
bear,muskox,Directed,1
bear,muskrat,Directed,4
bear,octopus,Directed,1
bear,opossum,Directed,6
bear,orangutan,Directed,1
bear,otter,Directed,6
bear,owl,Directed,2
bear,ox,Directed,2
bear,panda,Directed,6
bear,panther,Directed,3
bear,parakeet,Directed,1
bear,pelican,Directed,1
bear,penguin,Directed,6
bear,person,Directed,2
bear,pheasant,Directed,7
bear,pig,Directed,7
bear,polarbear,Directed,17
bear,porcupin,Directed,5
bear,porpois,Directed,1
bear,puma,Directed,2
bear,rabbit,Directed,14
bear,raccoon,Directed,36
bear,rat,Directed,3
bear,reindeer,Directed,5
bear,rhino,Directed,6
bear,rodent,Directed,1
bear,seal,Directed,7
bear,sealion,Directed,1
bear,shark,Directed,1
bear,sheep,Directed,6
bear,skunk,Directed,8
bear,snak,Directed,12
bear,squirrel,Directed,17
bear,tiger,Directed,34
bear,timberwolf,Directed,1
bear,toad,Directed,1
bear,turkei,Directed,4
bear,unicorn,Directed,1
bear,waterbuffalo,Directed,1
bear,weasel,Directed,5
bear,whale,Directed,6
bear,whitetaild,Directed,1
bear,wildcat,Directed,2
bear,wildebeest,Directed,2
bear,wolf,Directed,49
bear,wolverin,Directed,2
bear,woodchuck,Directed,3
bear,zebra,Directed,18
beaver,aardvark,Directed,1
beaver,antelop,Directed,5
beaver,ap,Directed,1
beaver,baboon,Directed,1
beaver,badger,Directed,10
beaver,bear,Directed,4
beaver,bee,Directed,2
beaver,bird,Directed,2
beaver,bobcat,Directed,1
beaver,buffalo,Directed,2
beaver,cat,Directed,6
beaver,caterpillar,Directed,1
beaver,cheetah,Directed,2
beaver,chipmunk,Directed,2
beaver,coon,Directed,1
beaver,cow,Directed,4
beaver,coyot,Directed,1
beaver,crocodil,Directed,1
beaver,deer,Directed,13
beaver,dog,Directed,4
beaver,donkei,Directed,1
beaver,duck,Directed,4
beaver,eagl,Directed,2
beaver,eleph,Directed,1
beaver,elk,Directed,3
beaver,ferret,Directed,2
beaver,fish,Directed,3
beaver,fox,Directed,7
beaver,frog,Directed,1
beaver,giraff,Directed,2
beaver,gopher,Directed,4
beaver,groundhog,Directed,6
beaver,hamster,Directed,1
beaver,hawk,Directed,1
beaver,hippo,Directed,2
beaver,hors,Directed,8
beaver,hyena,Directed,1
beaver,kitten,Directed,1
beaver,leopard,Directed,1
beaver,lion,Directed,2
beaver,llama,Directed,1
beaver,mink,Directed,6
beaver,mole,Directed,1
beaver,monkei,Directed,1
beaver,moos,Directed,3
beaver,mountainlion,Directed,1
beaver,mous,Directed,6
beaver,mule,Directed,1
beaver,muskrat,Directed,19
beaver,opossum,Directed,2
beaver,otter,Directed,16
beaver,owl,Directed,1
beaver,person,Directed,1
beaver,pig,Directed,2
beaver,polarbear,Directed,1
beaver,poni,Directed,1
beaver,porcupin,Directed,2
beaver,porpois,Directed,1
beaver,prairiedog,Directed,1
beaver,rabbit,Directed,3
beaver,raccoon,Directed,16
beaver,rat,Directed,1
beaver,rhino,Directed,1
beaver,shark,Directed,1
beaver,sheep,Directed,3
beaver,skunk,Directed,6
beaver,snak,Directed,2
beaver,squirrel,Directed,4
beaver,waterbuffalo,Directed,1
beaver,weasel,Directed,2
beaver,whale,Directed,1
beaver,wolf,Directed,3
beaver,wolverin,Directed,1
beaver,woodchuck,Directed,7
beaver,zebra,Directed,1
bee,allig,Directed,2
bee,alpaca,Directed,1
bee,bird,Directed,2
bee,buffalo,Directed,1
bee,bug,Directed,2
bee,bull,Directed,1
bee,butterfli,Directed,3
bee,cat,Directed,3
bee,chipmunk,Directed,1
bee,deer,Directed,1
bee,dog,Directed,1
bee,dolphin,Directed,1
bee,fish,Directed,1
bee,fly,Directed,2
bee,giraff,Directed,1
bee,goat,Directed,1
bee,hornet,Directed,3
bee,hors,Directed,2
bee,leopard,Directed,1
bee,person,Directed,1
bee,raccoon,Directed,1
bee,rhino,Directed,1
bee,seal,Directed,1
bee,wasp,Directed,3
bee,worm,Directed,2
bee,zebra,Directed,1
beetl,ant,Directed,1
beetl,bee,Directed,1
beetl,bug,Directed,2
beetl,centiped,Directed,1
beetl,crocodil,Directed,1
beetl,hors,Directed,1
beetl,insect,Directed,1
beetl,ladybug,Directed,1
beetl,lizard,Directed,1
beetl,rhino,Directed,1
beetl,worm,Directed,2
bird,aardvark,Directed,1
bird,allig,Directed,20
bird,amphibian,Directed,1
bird,anim,Directed,2
bird,ant,Directed,3
bird,antelop,Directed,2
bird,ap,Directed,1
bird,badger,Directed,2
bird,bat,Directed,8
bird,bear,Directed,18
bird,beaver,Directed,3
bird,bee,Directed,4
bird,beetl,Directed,3
bird,bird,Directed,4
bird,blackbird,Directed,1
bird,bluebird,Directed,2
bird,bluejai,Directed,1
bird,buffalo,Directed,3
bird,bug,Directed,1
bird,bull,Directed,3
bird,butterfli,Directed,1
bird,camel,Directed,5
bird,canari,Directed,2
bird,cardin,Directed,6
bird,cat,Directed,17
bird,chameleon,Directed,1
bird,cheetah,Directed,1
bird,chickade,Directed,2
bird,chicken,Directed,13
bird,chipmunk,Directed,6
bird,cockatiel,Directed,2
bird,coon,Directed,1
bird,cougar,Directed,1
bird,cow,Directed,26
bird,coyot,Directed,5
bird,crocodil,Directed,3
bird,crow,Directed,3
bird,deer,Directed,24
bird,dinosaur,Directed,2
bird,dog,Directed,18
bird,donkei,Directed,5
bird,duck,Directed,19
bird,eagl,Directed,18
bird,eleph,Directed,50
bird,elk,Directed,3
bird,emu,Directed,2
bird,ferret,Directed,2
bird,fish,Directed,56
bird,flamingo,Directed,1
bird,flea,Directed,1
bird,fly,Directed,7
bird,fowl,Directed,1
bird,fox,Directed,7
bird,frog,Directed,2
bird,gazel,Directed,3
bird,gerbil,Directed,3
bird,giraff,Directed,16
bird,goat,Directed,8
bird,goos,Directed,11
bird,gopher,Directed,2
bird,gorilla,Directed,3
bird,groundhog,Directed,1
bird,grous,Directed,2
bird,guineapig,Directed,4
bird,gull,Directed,1
bird,hamster,Directed,4
bird,hawk,Directed,2
bird,hedgehog,Directed,1
bird,heron,Directed,2
bird,hippo,Directed,10
bird,hog,Directed,1
bird,hors,Directed,29
bird,human,Directed,2
bird,humb,Directed,1
bird,hyena,Directed,3
bird,iguana,Directed,1
bird,insect,Directed,6
bird,jaguar,Directed,1
bird,kangaroo,Directed,7
bird,koala,Directed,1
bird,lamb,Directed,2
bird,leopard,Directed,5
bird,lion,Directed,42
bird,lizard,Directed,5
bird,llama,Directed,4
bird,mammal,Directed,1
bird,manate,Directed,1
bird,mink,Directed,1
bird,mole,Directed,1
bird,monkei,Directed,15
bird,moos,Directed,5
bird,mosquito,Directed,1
bird,mous,Directed,20
bird,octopus,Directed,1
bird,opossum,Directed,5
bird,oriol,Directed,1
bird,ostrich,Directed,7
bird,owl,Directed,6
bird,ox,Directed,2
bird,panda,Directed,1
bird,panther,Directed,2
bird,parakeet,Directed,3
bird,parrot,Directed,10
bird,partridg,Directed,1
bird,peacock,Directed,1
bird,pelican,Directed,1
bird,penguin,Directed,2
bird,person,Directed,2
bird,pheasant,Directed,5
bird,pig,Directed,11
bird,pigeon,Directed,3
bird,platypus,Directed,1
bird,polarbear,Directed,1
bird,poni,Directed,2
bird,porpois,Directed,1
bird,puma,Directed,2
bird,quail,Directed,2
bird,rabbit,Directed,11
bird,raccoon,Directed,8
bird,rat,Directed,2
bird,reptil,Directed,4
bird,rhino,Directed,6
bird,robin,Directed,13
bird,rodent,Directed,1
bird,salamand,Directed,1
bird,seagul,Directed,1
bird,seal,Directed,1
bird,sealion,Directed,1
bird,shark,Directed,2
bird,sheep,Directed,8
bird,skunk,Directed,14
bird,snail,Directed,2
bird,snak,Directed,36
bird,sparrow,Directed,1
bird,squirrel,Directed,20
bird,stork,Directed,2
bird,tiger,Directed,14
bird,toad,Directed,2
bird,tortois,Directed,1
bird,turkei,Directed,3
bird,turtl,Directed,7
bird,vultur,Directed,1
bird,walrus,Directed,2
bird,weasel,Directed,2
bird,whale,Directed,11
bird,wildanim,Directed,1
bird,wolf,Directed,5
bird,wolverin,Directed,1
bird,woodchuck,Directed,2
bird,woodpeck,Directed,1
bird,worm,Directed,4
bird,zebra,Directed,14
bison,antelop,Directed,3
bison,bear,Directed,2
bison,beaver,Directed,1
bison,buffalo,Directed,13
bison,calf,Directed,1
bison,caribou,Directed,1
bison,cat,Directed,3
bison,cattl,Directed,1
bison,cow,Directed,1
bison,deer,Directed,2
bison,dog,Directed,1
bison,eland,Directed,1
bison,eleph,Directed,1
bison,elk,Directed,6
bison,gerbil,Directed,1
bison,giraff,Directed,4
bison,goat,Directed,1
bison,goos,Directed,1
bison,groundhog,Directed,1
bison,hamster,Directed,1
bison,hippo,Directed,1
bison,hors,Directed,2
bison,impala,Directed,1
bison,leopard,Directed,1
bison,lion,Directed,1
bison,llama,Directed,1
bison,moos,Directed,1
bison,mous,Directed,1
bison,mule,Directed,1
bison,opossum,Directed,1
bison,ostrich,Directed,2
bison,pheasant,Directed,1
bison,prairiedog,Directed,1
bison,rabbit,Directed,1
bison,rat,Directed,2
bison,seal,Directed,1
bison,skunk,Directed,2
bison,waterbuffalo,Directed,1
bison,worm,Directed,1
blackbear,bear,Directed,1
blackbear,bobcat,Directed,1
blackbear,brownbear,Directed,15
blackbear,caribou,Directed,1
blackbear,chipmunk,Directed,1
blackbear,cow,Directed,1
